entry_order,entry_deal,entry_time,entry_price,entry_balance,entry_comment_deal,entry_comment_order,exit_order,exit_deal,exit_time,exit_price,exit_balance,profit,exit_comment_deal,exit_comment_order,entry_Timestamp,entry_Open,entry_High,entry_Low,entry_Close,entry_Spread (Pips),entry_RSI(14),"entry_MA(20,SMA)",entry_MACD Main,entry_MACD Signal,entry_ATR(14),entry_ADX(14),entry_plusDI(14),entry_minusDI(14),entry_StochK(14),entry_StochD(14),entry_BB_Upper,entry_BB_Mid,entry_BB_Lower,entry_candle_time,exit_Timestamp,exit_Open,exit_High,exit_Low,exit_Close,exit_Spread (Pips),exit_RSI(14),"exit_MA(20,SMA)",exit_MACD Main,exit_MACD Signal,exit_ATR(14),exit_ADX(14),exit_plusDI(14),exit_minusDI(14),exit_StochK(14),exit_StochD(14),exit_BB_Upper,exit_BB_Mid,exit_BB_Lower,exit_candle_time
186,186,2025-03-28 18:00:00,3070.2,11327.33,IMPERIUM,IMPERIUM,187,187,2025-03-28 19:00:00,3083.42,11340.55,13.22,,,2025.03.28 18:00,3069.57,3072.4,3066.95,3071.7,75.0,42.75606347477428,3076.4145000000044,-1.5014744422037438,-0.1934297345070684,4.967142857142902,29.3783440730156,8.887171508192157,22.5787852758296,16.967256172298995,19.43234780211433,3085.737376112016,3076.4145,3067.091623887984,2025-03-28 18:00:00,2025.03.28 19:00,3083.27,3086.34,3082.45,3085.59,69.0,67.35446625514678,3077.1550000000043,2.107112590984798,0.9532586563891208,3.15500000000002,47.92890402084046,31.782060440866307,7.207992851924703,93.32368373439556,93.229820502365,3087.1676909469934,3077.155,3067.142309053007,2025-03-28 19:00:00
188,188,2025-03-28 21:00:00,3077.72,11340.55,IMPERIUM,IMPERIUM,189,189,2025-03-31 01:01:00,3088.09,11350.92,10.37,,,2025.03.28 21:00,3077.11,3078.72,3076.98,3077.56,74.0,41.35697233197732,3081.3750000000045,-0.96692456117853,0.069256879674128,2.28500000000003,30.09849573983675,15.391308604470195,24.384447304719902,13.777777777776906,9.063896037873477,3086.9544067785027,3081.375,3075.7955932214973,2025-03-28 21:00:00,2025.03.31 01:00,3087.94,3092.93,3087.47,3091.97,75.0,75.7190152518746,3082.616500000004,1.7413941631316447,1.0066725503444895,2.189285714285668,48.22625843015629,29.861927888243216,5.641996470904118,82.7787021630605,79.51013758770948,3087.667207970176,3082.6165,3077.565792029824,2025-03-31 01:00:00
190,190,2025-03-31 04:00:00,3079.36,11350.92,IMPERIUM,IMPERIUM,191,191,2025-03-31 06:06:40,3107.57,11379.13,28.21,tp 3107.57,tp 3107.57,2025.03.31 04:00,3078.57,3079.72,3076.41,3079.45,73.0,30.41140132387308,3085.277500000004,-1.8885190150886049,-0.9870205267715106,2.169285714285717,25.98773775430557,10.63217159713294,33.42029879303082,13.452141419947806,11.615291880799903,3091.772633178004,3085.2775000000006,3078.782366821997,2025-03-31 04:00:00,2025.03.31 06:05,3106.54,3110.81,3106.37,3109.24,81.0,76.00395150748042,3099.207000000003,5.005214008055191,4.408828361019175,4.3992857142857344,41.14148725605439,30.96478625716839,10.362435178096424,94.99287604315076,90.46879075128626,3110.219743708994,3099.2069999999994,3088.194256291005,2025-03-31 06:05:00
192,192,2025-03-31 07:00:00,3107.35,11379.13,IMPERIUM,IMPERIUM,193,193,2025-04-01 04:44:40,3135.73,11407.51,28.38,tp 3135.73,tp 3135.73,2025.03.31 07:00,3106.73,3106.97,3105.69,3106.34,77.0,61.30885807506177,3105.991500000003,3.2181491048618227,4.092520308167038,2.7121428571428203,23.8606147417916,14.515365034213858,15.85383340065203,60.44661976139633,64.75658300436699,3110.941991995752,3105.9915,3101.041008004249,2025-03-31 07:00:00,2025.04.01 04:40,3134.13,3135.67,3132.88,3135.37,66.0,78.16783441596701,3128.289500000001,2.7873714211245897,2.080836443007551,2.853571428571492,54.468539197940224,29.13561218098661,8.324227948709991,93.25842696629284,90.85446803190614,3136.679809827414,3128.2895,3119.899190172586,2025-04-01 04:40:00
194,194,2025-04-01 07:00:00,3146.25,11407.51,IMPERIUM,IMPERIUM,195,195,2025-04-01 10:00:00,3133.38,11394.64,-12.87,,,2025.04.01 07:00,3145.64,3146.15,3144.54,3145.09,63.0,65.96157098745212,3143.9365000000007,2.6082892012927914,3.006392129382897,1.5999999999999512,32.18802150774688,22.48759341846428,17.14601300706754,75.20661157024853,81.70437130063466,3146.3342595792737,3143.9365,3141.538740420726,2025-04-01 07:00:00,2025.04.01 10:00,3133.23,3133.9,3132.46,3133.17,78.0,39.67073934040277,3136.190500000001,-2.2529269153269524,-2.506108754658151,3.502142857142945,16.502747690131663,17.971868868933623,22.72530292154396,45.906801007556645,40.242355461693485,3147.2988904774725,3136.1905,3125.082109522528,2025-04-01 10:00:00
196,196,2025-04-01 12:00:00,3131.26,11394.64,IMPERIUM,IMPERIUM,197,197,2025-04-01 16:00:00,3133.06,11396.44,1.8,,,2025.04.01 12:00,3130.57,3132.09,3129.67,3130.85,79.0,45.99255138190983,3130.4015000000013,-0.6740894261192807,-0.8573614242962431,2.4314285714285133,20.147131440678717,13.13504181928134,21.708713770363445,59.7679523361556,64.09801853746015,3135.7717188968422,3130.4015,3125.0312811031577,2025-04-01 12:00:00,2025.04.01 16:00,3132.91,3134.79,3130.91,3134.4,73.0,57.83687022178948,3131.8480000000013,0.2470921952285607,-0.0747251902603549,2.424285714285793,14.46590403745136,16.118524132385257,14.00977805223116,83.52545629202599,80.08062473415728,3134.445926865791,3131.848,3129.250073134209,2025-04-01 16:00:00
198,198,2025-04-01 19:00:00,3113.62,11396.44,IMPERIUM,IMPERIUM,201,201,2025-04-01 20:00:00,3106.38,11389.2,-7.24,,,2025.04.01 19:00,3112.99,3116.34,3111.0,3113.93,72.0,26.531049748361383,3125.2445000000016,-3.581272555855321,-1.8113598638919743,3.796428571428587,44.37905242341238,4.9824007756387765,35.34252969554246,8.559102674718957,11.93924451691195,3135.2767888216,3125.2445,3115.2122111784,2025-04-01 19:00:00,2025.04.01 20:00,3106.23,3108.12,3106.06,3107.22,69.0,37.62923415033546,3112.420500000002,-5.097147384323762,-5.813475700491261,4.36142857142848,56.95581370803769,4.992385911296728,20.64676454828017,31.37193203272438,31.875617910603204,3127.390433166184,3112.4205,3097.4505668338165,2025-04-01 20:00:00
199,199,2025-04-01 19:00:00,3113.62,11396.44,IMPERIUM,IMPERIUM,202,202,2025-04-02 11:00:00,3124.99,11407.36,18.16,,,2025.04.01 19:00,3112.99,3116.34,3111.0,3113.93,72.0,26.531049748361383,3125.2445000000016,-3.581272555855321,-1.8113598638919743,3.796428571428587,44.37905242341238,4.9824007756387765,35.34252969554246,8.559102674718957,11.93924451691195,3135.2767888216,3125.2445,3115.2122111784,2025-04-01 19:00:00,2025.04.02 11:00,3124.84,3125.1,3123.14,3124.97,74.0,67.93741068835999,3117.6840000000016,1.4847865628075851,-0.0116805888006048,2.5299999999999807,35.33503401829775,36.686848049148914,9.28372529942394,94.44582196875722,96.05380923544756,3124.743703676501,3117.684,3110.6242963234995,2025-04-02 11:00:00
200,200,2025-04-01 20:00:00,3106.83,11396.44,IMPERIUM,IMPERIUM,203,203,2025-04-02 11:00:00,3124.99,11418.73,11.37,,,2025.04.01 20:00,3106.23,3108.12,3106.06,3107.22,69.0,37.62923415033546,3112.420500000002,-5.097147384323762,-5.813475700491261,4.36142857142848,56.95581370803769,4.992385911296728,20.64676454828017,31.37193203272438,31.875617910603204,3127.390433166184,3112.4205,3097.4505668338165,2025-04-01 20:00:00,2025.04.02 11:00,3124.84,3125.1,3123.14,3124.97,74.0,67.93741068835999,3117.6840000000016,1.4847865628075851,-0.0116805888006048,2.5299999999999807,35.33503401829775,36.686848049148914,9.28372529942394,94.44582196875722,96.05380923544756,3124.743703676501,3117.684,3110.6242963234995,2025-04-02 11:00:00
204,204,2025-04-02 12:00:00,3131.48,11418.73,IMPERIUM,IMPERIUM,205,205,2025-04-03 02:40:40,3160.19,11447.44,28.71,tp 3160.19,tp 3160.19,2025.04.02 12:00,3130.91,3131.2,3128.96,3130.21,72.0,65.70316934492669,3125.8865000000005,3.585831133231295,3.363065878879316,2.508571428571396,52.40168970552326,23.09049678342776,18.774492769471564,79.97808819501608,87.36811524833887,3136.850211552207,3125.8865,3114.9227884477923,2025-04-02 12:00:00,2025.04.03 02:40,3159.54,3160.78,3158.6,3160.59,84.0,73.20735355371332,3148.009,7.586930748166651,6.642823973304095,3.82500000000002,47.89984669675843,31.04661742233235,6.394358116632503,97.15596330275164,96.225335229412,3164.614319509121,3148.009,3131.4036804908783,2025-04-03 02:40:00
206,206,2025-04-03 07:00:00,3148.28,11447.44,IMPERIUM,IMPERIUM,210,210,2025-04-03 15:00:00,3092.48,11391.64,-55.8,,,2025.04.03 07:00,3147.64,3148.41,3146.64,3147.27,79.0,47.207099242391095,3147.1475,-0.6129249436603459,-0.8737898503880004,3.112142857142843,16.99412376634999,14.26512476356548,12.075132023104178,58.696386355959405,61.95593518759252,3150.302526941248,3147.1475,3143.992473058752,2025-04-03 07:00:00,2025.04.03 15:00,3092.33,3093.35,3089.98,3091.67,78.0,33.3615042664327,3097.1519999999978,-6.70735426061492,-7.593308284866941,5.695000000000007,34.939227824942286,17.346622440049394,26.60764844472139,33.393905507408704,29.942981915658788,3109.686920183232,3097.152,3084.6170798167677,2025-04-03 15:00:00
207,207,2025-04-03 12:00:00,3129.36,11447.44,IMPERIUM,IMPERIUM,211,211,2025-04-03 15:24:40,3080.63,11342.91,-48.73,sl 3080.63,sl 3080.63,2025.04.03 12:00,3128.67,3128.81,3126.77,3127.87,79.0,49.38956784571362,3127.4554999999978,0.1245090661304857,0.0835928851707431,2.5192857142856857,20.243456209201323,16.89340188162581,21.758246854030176,58.377659574467714,63.21474888197845,3132.1807744893813,3127.4555,3122.730225510618,2025-04-03 12:00:00,2025.04.03 15:20,3088.31,3088.75,3080.48,3080.48,74.0,22.831572366887755,3093.554999999997,-6.678486624942707,-6.932192722548415,4.562142857142853,33.28728569523978,12.126693271329463,33.368919393605886,18.12344656172321,30.60865597214637,3105.0203207543445,3093.555,3082.089679245655,2025-04-03 15:20:00
208,208,2025-04-03 13:00:00,3121.88,11447.44,IMPERIUM,IMPERIUM,212,212,2025-04-03 15:31:40,3073.21,11294.24,-48.67,sl 3073.21,sl 3073.21,2025.04.03 13:00,3121.25,3122.6,3119.42,3121.35,74.0,37.98859936001578,3126.650999999998,-1.2524845524999364,-0.5702117814644039,3.063571428571327,29.79290283485619,5.671939559190036,26.917739254442317,14.755445951499254,21.499047433051803,3131.2346836714582,3126.6509999999994,3122.0673163285405,2025-04-03 13:00:00,2025.04.03 15:30,3077.15,3078.73,3067.92,3068.12,75.0,16.182556870688686,3090.193499999997,-8.317057905325782,-6.8941312403039605,5.063571428571423,40.74354868734052,9.10849405713191,44.56924648841482,4.959955037234458,11.734338205223516,3104.159066619368,3090.1935,3076.227933380632,2025-04-03 15:30:00
209,209,2025-04-03 14:00:00,3095.93,11447.44,IMPERIUM,IMPERIUM,215,215,2025-04-03 17:08:40,3105.7,11323.41,29.17,tp 3105.70,tp 3105.70,2025.04.03 14:00,3095.27,3097.5,3087.1,3095.86,78.0,27.472051840694547,3114.031999999998,-7.084266027753984,-5.415917564041019,7.081428571428599,52.60721820602053,10.912376931921816,34.27880377816909,18.528290823805385,20.083134456882348,3134.6312131888576,3114.032,3093.4327868111427,2025-04-03 14:00:00,2025.04.03 17:05,3099.42,3106.57,3095.65,3105.62,78.0,67.66410686761861,3075.8779999999965,2.075060163050693,-3.708587469157144,9.227142857142848,31.269391093807982,36.895325592392325,14.857665402109337,92.79441405125203,88.71360244406088,3101.072237912666,3075.878,3050.6837620873343,2025-04-03 17:05:00
213,213,2025-04-03 16:00:00,3076.53,11294.24,IMPERIUM,IMPERIUM,217,217,2025-04-03 18:00:00,3128.65,11408.25,32.72,,,2025.04.03 16:00,3075.89,3075.93,3067.33,3067.67,75.0,29.69335857584741,3082.522499999997,-8.982448225317512,-8.738426347986541,6.125714285714207,34.71883872540066,22.927728818118226,34.91892973591396,33.674364220988075,32.41696737743086,3102.999244736408,3082.5225,3062.045755263592,2025-04-03 16:00:00,2025.04.03 18:00,3128.5,3129.03,3124.77,3126.36,79.0,67.99527660908021,3106.6634999999965,12.424156925447278,10.842224621063872,8.157142857142848,43.43536967729756,27.94931131045557,21.199472032734857,88.82619974059664,93.13674016743636,3148.6181780585903,3106.6635,3064.708821941409,2025-04-03 18:00:00
214,214,2025-04-03 16:00:00,3076.53,11294.24,IMPERIUM,IMPERIUM,216,216,2025-04-03 18:00:00,3128.65,11375.53,52.12,,,2025.04.03 16:00,3075.89,3075.93,3067.33,3067.67,75.0,29.69335857584741,3082.522499999997,-8.982448225317512,-8.738426347986541,6.125714285714207,34.71883872540066,22.927728818118226,34.91892973591396,33.674364220988075,32.41696737743086,3102.999244736408,3082.5225,3062.045755263592,2025-04-03 16:00:00,2025.04.03 18:00,3128.5,3129.03,3124.77,3126.36,79.0,67.99527660908021,3106.6634999999965,12.424156925447278,10.842224621063872,8.157142857142848,43.43536967729756,27.94931131045557,21.199472032734857,88.82619974059664,93.13674016743636,3148.6181780585903,3106.6635,3064.708821941409,2025-04-03 18:00:00
218,218,2025-04-04 11:00:00,3092.95,11408.25,IMPERIUM,IMPERIUM,222,222,2025-04-04 13:00:00,3090.39,11411.59,-2.56,,,2025.04.04 11:00,3092.27,3093.3,3087.88,3090.66,75.0,33.02582248541462,3097.7424999999967,-2.600867289498183,-1.830739656251287,4.058571428571379,36.10545500722324,9.136371709213588,29.15434528888608,14.848323576369037,15.573600862558475,3104.713158146832,3097.7424999999994,3090.771841853167,2025-04-04 11:00:00,2025.04.04 13:00,3090.24,3095.74,3090.19,3093.61,74.0,56.02039483119784,3088.158999999997,-0.126250210649232,-0.7950366928465111,3.6914285714284985,19.41710441558144,31.272537367646294,21.34569007611208,73.02426134998802,70.02627303022237,3096.3607581042115,3088.159,3079.9572418957887,2025-04-04 13:00:00
219,219,2025-04-04 11:00:00,3092.95,11408.25,IMPERIUM,IMPERIUM,221,221,2025-04-04 13:00:00,3090.39,11414.15,5.9,,,2025.04.04 11:00,3092.27,3093.3,3087.88,3090.66,75.0,33.02582248541462,3097.7424999999967,-2.600867289498183,-1.830739656251287,4.058571428571379,36.10545500722324,9.136371709213588,29.15434528888608,14.848323576369037,15.573600862558475,3104.713158146832,3097.7424999999994,3090.771841853167,2025-04-04 11:00:00,2025.04.04 13:00,3090.24,3095.74,3090.19,3093.61,74.0,56.02039483119784,3088.158999999997,-0.126250210649232,-0.7950366928465111,3.6914285714284985,19.41710441558144,31.272537367646294,21.34569007611208,73.02426134998802,70.02627303022237,3096.3607581042115,3088.159,3079.9572418957887,2025-04-04 13:00:00
220,220,2025-04-04 12:00:00,3084.49,11408.25,IMPERIUM,IMPERIUM,223,223,2025-04-04 14:00:00,3110.13,11428.77,17.18,,,2025.04.04 12:00,3083.73,3090.29,3083.41,3089.42,78.0,47.93898218659555,3088.857499999997,-3.780851181105845,-4.32568103723728,3.820714285714306,45.19233901427571,29.40167602045648,27.90837727035992,43.64128333977673,34.09081494126969,3099.6129374620477,3088.8575000000005,3078.1020625379538,2025-04-04 12:00:00,2025.04.04 14:00,3109.98,3113.8,3108.8,3112.51,78.0,66.12155108630185,3099.5849999999964,5.4207775920122,3.9394954124446735,6.350714285714246,41.74183984987921,27.779984090182364,9.785148628310386,79.29397443700611,80.2159104060256,3117.495624221394,3099.585,3081.6743757786053,2025-04-04 14:00:00
224,224,2025-04-04 20:00:00,3031.33,11428.77,IMPERIUM,IMPERIUM,227,227,2025-04-07 02:38:40,2977.05,11379.63,-49.14,sl 2977.05,sl 2977.05,2025.04.04 20:00,3030.51,3032.36,3029.13,3030.43,84.0,46.66585752172892,3025.399999999996,-3.495693336567001,-5.995974567364795,5.308571428571446,22.84070261201561,16.029604107513023,14.051743892975836,69.32557343375602,70.85172777598162,3035.054957275928,3025.4,3015.7450427240715,2025-04-04 20:00:00,2025.04.07 02:35,2980.41,2985.56,2976.4,2979.88,99.0,28.01396674941796,3007.354499999996,-11.047756156942796,-7.184165989797736,8.460714285714175,43.270233196899525,8.127993256028509,38.99926270391535,6.865416050439929,6.472183841794168,3035.91861348178,3007.3545,2978.79038651822,2025-04-07 02:35:00
225,225,2025-04-04 21:00:00,3026.19,11428.77,IMPERIUM,IMPERIUM,229,229,2025-04-07 04:43:40,3050.3,11451.14,71.51,tp 3050.30,tp 3050.30,2025.04.04 21:00,3025.42,3027.36,3022.42,3022.47,87.0,42.23856848038756,3026.5644999999963,-2.856339371571721,-3.448470506781064,4.507857142857125,25.292521593943228,14.600346900332807,13.087113979748525,50.646298472383954,46.76351424054188,3034.3472205397597,3026.5644999999995,3018.78177946024,2025-04-04 21:00:00,2025.04.07 04:40,3048.75,3054.38,3037.88,3051.33,78.0,78.29290684945222,2998.542999999995,10.202957157028775,0.5722360215611291,13.533571428571314,41.73696792344143,38.483600907848334,6.497833139197754,97.70776255707744,97.610521929392,3043.840721399647,2998.5430000000006,2953.245278600354,2025-04-07 04:40:00
226,226,2025-04-07 02:00:00,3010.18,11428.77,IMPERIUM,IMPERIUM,230,230,2025-04-07 05:00:00,3037.92,11478.88,27.74,,,2025.04.07 02:00,3008.75,3014.98,3007.88,3013.93,158.0,44.65155054290392,3022.4644999999955,-5.238656439034912,-4.464698806075616,13.491428571428514,31.86140931632612,17.89604685944498,23.552837880924454,35.80409356725155,37.89473684210614,3047.8753657664392,3022.4645,2997.053634233561,2025-04-07 02:00:00,2025.04.07 05:00,3037.77,3045.24,3035.44,3045.24,86.0,69.09544715924608,3010.311999999996,13.204642607599908,8.328715144598911,14.064999999999888,40.98443771488549,22.182385548369123,11.941742699042532,83.72018824280141,86.31590787866317,3064.3422632234924,3010.311999999999,2956.2817367765056,2025-04-07 05:00:00
228,228,2025-04-07 04:00:00,2978.79,11379.63,IMPERIUM,IMPERIUM,231,231,2025-04-07 07:00:00,3018.56,11466.11,-12.77,,,2025.04.07 04:00,2978.1,2994.69,2972.21,2979.55,84.0,37.676796152260536,2985.645499999996,-7.408299218315278,-7.90583638261537,11.252142857142804,20.1302011981796,19.627108502621045,19.855673407150093,23.020888186764967,24.843484875081263,2997.9088526818723,2985.6455,2973.382147318127,2025-04-07 04:00:00,2025.04.07 07:00,3018.41,3025.45,3018.41,3025.29,88.0,49.29614013330844,3028.1909999999957,-0.9063244252306504,0.8183167103048372,5.77499999999996,27.89504309380333,19.68850522808824,20.315056814856035,20.464096473597493,13.749934266370955,3039.443683057831,3028.191,3016.9383169421685,2025-04-07 07:00:00
232,232,2025-04-07 09:00:00,3032.3,11466.11,IMPERIUM,IMPERIUM,234,234,2025-04-07 14:00:00,3030.95,11471.63,5.52,,,2025.04.07 09:00,3031.37,3033.18,3028.1,3029.66,78.0,46.83776901889477,3032.7969999999946,1.8048789116060109,2.631732887571581,5.443571428571397,20.46644110766821,20.63175641002259,32.735216722440846,37.81855249745061,55.0345452486125,3042.2170617832367,3032.797,3023.3769382167625,2025-04-07 09:00:00,2025.04.07 14:00,3030.8,3036.45,3030.53,3034.7,96.0,58.42772712133012,3029.2914999999944,2.0660752571507146,1.670735462006295,4.7164285714285805,24.516402211034485,18.992125149411542,13.627476505489316,82.12378880759324,81.7658138340685,3036.5725171679505,3029.2915,3022.010482832048,2025-04-07 14:00:00
233,233,2025-04-07 13:00:00,3025.43,11466.11,IMPERIUM,IMPERIUM,236,236,2025-04-07 22:00:00,2965.39,11404.72,-66.91,,,2025.04.07 13:00,3024.72,3030.26,3024.58,3026.6,78.0,51.5265661755727,3026.456499999994,0.0309226734680123,0.2217390075640003,5.434285714285737,15.93901560005806,20.80601112768578,19.42311037363169,35.900647046544655,35.20489807277553,3033.163765538205,3026.4565,3019.7492344617945,2025-04-07 13:00:00,2025.04.07 22:00,2965.24,2971.64,2964.81,2970.75,77.0,49.01322855670556,2968.686499999992,-1.8863298220762768,-2.1208139084651885,3.852857142857107,25.176864977838807,24.77923563132316,25.963742356273265,24.832214765100677,29.761668635390265,2976.270739645476,2968.6865000000003,2961.102260354525,2025-04-07 22:00:00
235,235,2025-04-07 22:00:00,2966.0,11471.63,IMPERIUM,IMPERIUM,237,237,2025-04-08 01:00:00,2981.79,11420.51,15.79,,,2025.04.07 22:00,2965.24,2971.64,2964.81,2970.75,77.0,49.01322855670556,2968.686499999992,-1.8863298220762768,-2.1208139084651885,3.852857142857107,25.176864977838807,24.77923563132316,25.963742356273265,24.832214765100677,29.761668635390265,2976.270739645476,2968.6865000000003,2961.102260354525,2025-04-07 22:00:00,2025.04.08 01:00,2981.64,2986.37,2980.19,2981.03,82.0,55.32023644785668,2979.892499999992,2.5577613647083126,2.7985216572235347,3.1671428571427627,23.305296651865007,20.593665168915518,20.53549656529826,76.84124386252132,82.5729585719221,2987.101410805385,2979.8925,2972.683589194615,2025-04-08 01:00:00
238,238,2025-04-08 05:00:00,2999.9,11420.51,IMPERIUM,IMPERIUM,240,240,2025-04-09 08:00:00,3012.09,11432.7,12.19,,,2025.04.08 05:00,2999.27,3002.22,2998.54,2999.94,78.0,66.09792932927934,2993.8689999999915,3.695343906516428,3.4754133047915112,5.034285714285642,25.453019250861868,26.8421033674028,11.477161230393047,80.13721552878205,77.49330655957286,3002.732730365936,2993.869,2985.005269634065,2025-04-08 05:00:00,2025.04.09 08:00,3011.94,3011.94,3005.03,3005.58,78.0,48.28779803716621,3007.9244999999883,1.982999079801175,2.3790175163827074,3.8171428571428185,27.20646095676202,21.273716105485917,14.336014288329874,72.32472324723223,83.28506460129887,3012.1991484065943,3007.9245,3003.649851593406,2025-04-09 08:00:00
239,239,2025-04-08 21:00:00,2985.52,11420.51,IMPERIUM,IMPERIUM,242,242,2025-04-09 14:21:40,3062.03,11509.21,76.51,tp 3062.03,tp 3062.03,2025.04.08 21:00,2984.69,2985.14,2982.76,2982.82,91.0,40.99747158846045,2983.7404999999894,-4.167213549921144,-5.862017746068268,4.304285714285656,34.78470861124558,18.507893956900933,22.40150364472263,66.1164398840064,66.30676852409738,2992.7508550984408,2983.7405,2974.730144901559,2025-04-08 21:00:00,2025.04.09 14:20,3055.38,3064.11,3055.34,3062.72,78.0,75.92921327675475,3044.27399999999,2.47384521777758,0.3876170277627028,4.82714285714281,20.78198157974891,30.253019938095434,10.87357800694912,91.83276616431696,79.66643235085957,3055.1676520965198,3044.274,3033.3803479034805,2025-04-09 14:20:00
241,241,2025-04-09 10:00:00,3039.25,11432.7,IMPERIUM,IMPERIUM,243,243,2025-04-09 16:35:40,3073.86,11543.82,34.61,tp 3073.86,tp 3073.86,2025.04.09 10:00,3038.51,3042.99,3033.81,3041.3,83.0,76.46308628023775,3024.221999999989,6.844930721769288,5.567750428936769,5.882857142857077,50.08261309091969,30.21083758001961,4.765937657530352,92.1656554998686,87.46441254913873,3041.5077555229736,3024.222,3006.936244477027,2025-04-09 10:00:00,2025.04.09 16:35,3072.1,3077.36,3071.34,3075.42,78.0,71.26860187530858,3056.462999999992,3.812888397737424,0.7364849499363205,6.554285714285654,40.5550962161621,37.45520422592131,6.352544529986501,96.35800999761912,87.0737741116941,3074.185018056643,3056.4629999999997,3038.740981943356,2025-04-09 16:35:00
244,244,2025-04-09 19:00:00,3086.8,11543.82,IMPERIUM,IMPERIUM,245,245,2025-04-10 06:13:40,3121.3,11578.32,34.5,tp 3121.30,tp 3121.30,2025.04.09 19:00,3085.95,3086.47,3082.2,3084.37,87.0,60.90599090396872,3078.718499999991,4.1364296427309455,4.184086698984891,4.807857142857094,27.004469349384458,25.914956807465927,12.733767696901102,86.54529307282326,78.62147227156107,3090.062891169208,3078.7185,3067.374108830792,2025-04-09 19:00:00,2025.04.10 06:10,3117.69,3125.28,3117.37,3125.05,76.0,72.01524463655883,3107.152999999991,7.791007821966104,7.160927203425577,6.698571428571405,48.21508030795938,25.79974396284757,6.563574152381174,91.3264702402088,91.30574778525994,3131.377436505314,3107.153,3082.928563494685,2025-04-10 06:10:00
246,246,2025-04-10 10:00:00,3122.49,11578.32,IMPERIUM,IMPERIUM,247,247,2025-04-10 13:00:00,3116.43,11572.26,-6.06,,,2025.04.10 10:00,3121.56,3122.11,3118.45,3119.76,93.0,46.97646045811045,3120.60349999999,-0.4094038767675556,-0.2272044977305724,3.3150000000000173,16.345621192391214,12.340145470317616,16.305738791533294,48.54310603785088,54.09174485849144,3125.9199359302074,3120.6035,3115.287064069793,2025-04-10 10:00:00,2025.04.10 13:00,3116.28,3118.06,3114.73,3116.98,83.0,59.80512760762891,3109.497999999991,0.1429895414603379,-1.4790657828985825,3.622142857142789,22.72566105835313,26.84492133421076,10.090358791462496,92.5454998753433,85.97781459838166,3116.6022257847007,3109.4980000000005,3102.3937742153003,2025-04-10 13:00:00
248,248,2025-04-10 15:00:00,3124.89,11572.26,IMPERIUM,IMPERIUM,249,249,2025-04-10 18:15:40,3159.79,11607.16,34.9,tp 3159.79,tp 3159.79,2025.04.10 15:00,3124.21,3125.04,3121.99,3124.94,83.0,65.48440110394158,3119.293999999992,2.35978741626559,1.8412894974044889,3.4714285714285587,24.426863892148194,23.11626000021289,15.5640344116157,87.25731473885729,78.38438454228626,3125.0304288542616,3119.2940000000003,3113.557571145739,2025-04-10 15:00:00,2025.04.10 18:15,3159.01,3164.87,3158.14,3163.08,82.0,72.56588975135182,3144.080499999992,8.724506052957622,7.576054678737624,5.177142857142849,50.95732442483251,33.783705058865664,5.669032615973368,95.3869047619046,97.00320191790888,3170.2776169978683,3144.0805,3117.883383002132,2025-04-10 18:15:00
250,250,2025-04-10 20:00:00,3158.84,11607.16,IMPERIUM,IMPERIUM,251,251,2025-04-11 03:21:40,3193.57,11641.89,34.73,tp 3193.57,tp 3193.57,2025.04.10 20:00,3157.99,3158.38,3155.6,3156.31,85.0,47.989535893362,3162.6389999999915,2.507681256660362,3.93360792507424,5.313571428571344,33.36513494710181,11.825172695038855,26.603278100182663,34.18046164607077,44.49845153192814,3172.029433216844,3162.6390000000006,3153.248566783157,2025-04-10 20:00:00,2025.04.11 03:20,3190.72,3198.49,3189.81,3198.45,82.0,70.91690896814434,3187.869499999993,3.3142384882539773,2.9713074672032405,3.3985714285713824,29.370722591331507,33.28617481588004,14.830032985018974,94.81436023320148,72.65029161937512,3194.25883009008,3187.8695,3181.48016990992,2025-04-11 03:20:00
252,252,2025-04-11 11:00:00,3212.68,11641.89,IMPERIUM,IMPERIUM,253,253,2025-04-11 15:00:00,3213.33,11642.54,0.65,,,2025.04.11 11:00,3211.95,3215.31,3208.1,3209.52,80.0,54.62347394271004,3205.7639999999924,1.502927814882696,0.8291919108331416,5.710714285714231,19.660678895920796,27.02266990628745,12.585255901305246,82.05853009644193,79.53911105279286,3213.7530635245944,3205.764,3197.774936475406,2025-04-11 11:00:00,2025.04.11 15:00,3213.18,3218.1,3210.63,3217.73,78.0,49.60787835472089,3217.774999999993,-1.287744939787899,-0.7815477687813588,5.171428571428601,24.060738561766964,11.936817999717045,20.12232542121752,39.30121032199103,33.73678718297524,3226.4521389293936,3217.775,3209.0978610706065,2025-04-11 15:00:00
