entry_order,entry_deal,entry_time,entry_price,entry_balance,entry_comment_deal,entry_comment_order,exit_order,exit_deal,exit_time,exit_price,exit_balance,profit,exit_comment_deal,exit_comment_order,entry_Timestamp,entry_Open,entry_High,entry_Low,entry_Close,entry_Spread (Pips),entry_RSI(14),"entry_MA(20,SMA)",entry_MACD Main,entry_MACD Signal,entry_ATR(14),entry_ADX(14),entry_plusDI(14),entry_minusDI(14),entry_StochK(14),entry_StochD(14),entry_BB_Upper,entry_BB_Mid,entry_BB_Lower,entry_candle_time,exit_Timestamp,exit_Open,exit_High,exit_Low,exit_Close,exit_Spread (Pips),exit_RSI(14),"exit_MA(20,SMA)",exit_MACD Main,exit_MACD Signal,exit_ATR(14),exit_ADX(14),exit_plusDI(14),exit_minusDI(14),exit_StochK(14),exit_StochD(14),exit_BB_Upper,exit_BB_Mid,exit_BB_Lower,exit_candle_time,duration_hours,trade_duration_minutes,cluster
4,4,2025-01-08 07:00:00,2647.28,10027.93,IMPERIUM,IMPERIUM,5,5,2025-01-09 14:58:40,2674.83,10055.48,27.55,tp 2674.83,tp 2674.83,2025.01.08 07:00,2646.64,2646.93,2646.46,2646.57,76.0,47.79401026961966,2646.568499999999,-0.3438288921720414,-0.3138491812540145,0.7650000000000294,22.420675948701387,24.479925682916573,26.535361505040296,39.0804597701184,29.497202542824706,2647.6169326397053,2646.5685,2645.5200673602944,2025-01-08 07:00:00,2025.01.09 14:55,2673.57,2674.79,2672.83,2673.63,72.0,63.13629410898121,2671.2329999999965,1.615099296398057,1.61897698060406,1.8221428571429013,16.76175619296604,22.93500011887282,11.833417587923265,74.6689694876236,72.53711433941243,2674.7132706791285,2671.233,2667.752729320872,2025-01-09 14:55:00,31.977777777777774,1918.6666666666667,0
9,9,2025-01-14 12:00:00,2667.51,10055.48,IMPERIUM,IMPERIUM,13,13,2025-01-15 22:59:40,2696.32,10160.09,24.88,tp 2696.32,tp 2696.32,2025.01.14 12:00,2666.88,2668.24,2665.67,2668.24,70.0,47.28377477441998,2669.4394999999963,-0.8093972326073526,-0.5253646787862851,1.772142857142849,36.535971693084974,15.482925771490924,20.82175460800663,37.637241985067575,28.7084477158564,2673.911052191353,2669.4394999999995,2664.967947808646,2025-01-14 12:00:00,2025.01.15 22:55,2695.64,2696.23,2695.25,2696.1,63.0,64.55656188586138,2694.482499999999,0.8682736993064282,0.9077311996248372,0.9750000000000312,20.92094930485637,19.2634192660742,8.770487441342793,85.02857142857205,78.2051952404907,2696.1192146971903,2694.4825,2692.845785302809,2025-01-15 22:55:00,34.99444444444445,2099.6666666666665,0
14,14,2025-01-17 08:00:00,2711.96,10160.09,IMPERIUM,IMPERIUM,16,16,2025-01-17 15:00:00,2710.76,10165.62,5.53,,,2025.01.17 08:00,2711.23,2712.11,2710.71,2712.02,72.0,37.55094052147928,2713.6279999999992,-0.8312857388004886,-0.5150701784011398,1.056428571428594,39.47836926228766,8.503419929383197,28.55491840560858,16.114109483420584,15.747774471573162,2716.2047700712324,2713.628,2711.051229928767,2025-01-17 08:00:00,2025.01.17 15:00,2710.61,2711.19,2708.97,2709.18,73.0,54.51236231783438,2708.182499999999,1.1625914464580092,1.0112730014194515,1.7521428571429294,25.241938500136364,16.772435924148148,17.892794640992435,84.2979365878213,89.51741155689788,2712.458806233188,2708.1825,2703.906193766812,2025-01-17 15:00:00,7.0,420.0,0
19,19,2025-01-21 01:00:00,2708.31,10165.62,IMPERIUM,IMPERIUM,21,21,2025-01-21 15:00:00,2726.58,10196.3,18.27,,,2025.01.21 01:00,2706.46,2707.62,2706.46,2707.18,114.0,46.39412804522997,2708.087999999997,0.1718142654808616,0.5118562541883981,1.6078571428570891,23.84525738006426,13.91742721933811,20.58034768958933,33.09352517985682,50.470999389568426,2710.693567884358,2708.088,2705.4824321156407,2025-01-21 01:00:00,2025.01.21 15:00,2726.43,2727.95,2726.27,2727.86,75.0,68.53900874335689,2723.8770000000004,1.49038098245137,1.2219555663743755,1.5299999999999354,41.19533144628204,30.430033912525047,11.85241058544598,86.04780433574358,83.24373934876145,2728.319270140368,2723.877,2719.4347298596326,2025-01-21 15:00:00,14.0,840.0,0
26,26,2025-01-23 12:00:00,2746.19,10247.41,IMPERIUM,IMPERIUM,29,29,2025-01-24 11:00:00,2773.86,10318.22,18.36,,,2025.01.23 12:00,2745.52,2746.4,2744.91,2745.61,73.0,36.737210277778445,2748.758500000002,-2.250631475139471,-2.027448584376686,2.0464285714285744,28.67491023057405,25.34104414101872,23.872706177889885,38.55954238169596,32.03287224881827,2757.538587186355,2748.7585,2739.978412813645,2025-01-23 12:00:00,2025.01.24 11:00,2773.71,2774.03,2772.46,2773.5,71.0,53.54907771949245,2772.3995,-0.0536945873941476,-0.5158684366264226,1.73571428571436,25.777219546327142,12.991704173613943,19.73837080900433,76.04938271605126,76.43249521953943,2774.9294839920444,2772.3995000000004,2769.8695160079565,2025-01-24 11:00:00,23.0,1380.0,0
25,25,2025-01-23 08:00:00,2752.24,10247.41,IMPERIUM,IMPERIUM,28,28,2025-01-24 11:00:00,2773.86,10299.86,27.67,,,2025.01.23 08:00,2751.69,2752.74,2750.77,2752.09,70.0,51.92550876518246,2752.0100000000016,0.0685530695636771,0.0928623607916747,1.0350000000000128,15.810478041285506,9.944355628605644,15.593720521847178,48.580441640376485,47.0213672570324,2752.8873596753897,2752.01,2751.13264032461,2025-01-23 08:00:00,2025.01.24 11:00,2773.71,2774.03,2772.46,2773.5,71.0,53.54907771949245,2772.3995,-0.0536945873941476,-0.5158684366264226,1.73571428571436,25.777219546327142,12.991704173613943,19.73837080900433,76.04938271605126,76.43249521953943,2774.9294839920444,2772.3995000000004,2769.8695160079565,2025-01-24 11:00:00,27.0,1620.0,0
32,32,2025-01-27 10:00:00,2749.74,10318.22,IMPERIUM,IMPERIUM,35,35,2025-01-27 14:00:00,2771.29,10352.83,14.73,,,2025.01.27 10:00,2748.99,2751.3,2748.93,2751.16,72.0,46.53483725724988,2751.720999999998,-1.0983594443946458,-1.1504955449736265,1.8807142857143748,36.73784764358808,8.910747826179566,20.80137115789095,45.764154959557686,47.52376897970875,2754.894205949825,2751.7210000000005,2748.547794050176,2025-01-27 10:00:00,2025.01.27 14:00,2771.14,2771.27,2770.09,2771.27,85.0,68.86074907213575,2768.3564999999985,2.12994208070586,2.070295065693861,1.84285714285712,48.41314847869363,23.83927730149805,5.407105657043787,95.57385486361238,90.5161635061195,2771.459925687849,2768.3565000000003,2765.2530743121515,2025-01-27 14:00:00,4.0,240.0,0
44,44,2025-02-03 05:00:00,2778.53,10397.0,IMPERIUM,IMPERIUM,46,46,2025-02-03 08:00:00,2782.84,10401.31,4.31,,,2025.02.03 05:00,2777.67,2777.94,2776.03,2776.74,66.0,37.53819672437195,2779.0094999999947,-3.114816300295388,-3.509125741888349,3.072857142857169,34.456644353542174,15.39957866217856,13.169684431578824,37.55158184319095,31.214458383222563,2784.3586101129063,2779.0095,2773.660389887093,2025-02-03 05:00:00,2025.02.03 08:00,2782.69,2783.59,2782.52,2782.83,82.0,58.640536155515896,2781.4449999999947,1.1721987368723603,1.2037121540263702,1.409285714285809,34.598710090438395,18.34457103349501,9.435784008388348,68.63580998782122,70.09686937229958,2784.9378355243275,2781.4450000000006,2777.9521644756737,2025-02-03 08:00:00,3.0,180.0,0
45,45,2025-02-03 05:00:00,2778.53,10397.0,IMPERIUM,IMPERIUM,47,47,2025-02-03 13:03:40,2800.75,10423.53,22.22,tp 2800.75,tp 2800.75,2025.02.03 05:00,2777.67,2777.94,2776.03,2776.74,66.0,37.53819672437195,2779.0094999999947,-3.114816300295388,-3.509125741888349,3.072857142857169,34.456644353542174,15.39957866217856,13.169684431578824,37.55158184319095,31.214458383222563,2784.3586101129063,2779.0095,2773.660389887093,2025-02-03 05:00:00,2025.02.03 13:00,2797.73,2801.1,2797.51,2800.73,86.0,68.31450047240763,2796.5964999999937,0.9948548283359742,0.5541505388066381,1.9907142857142408,34.213926857277585,33.46987720359331,12.07701526607185,81.92982456140413,72.79786451224619,2800.35124779446,2796.5965,2792.84175220554,2025-02-03 13:00:00,8.061111111111112,483.6666666666667,0
48,48,2025-02-03 14:00:00,2801.5,10423.53,IMPERIUM,IMPERIUM,49,49,2025-02-03 15:00:00,2810.17,10432.2,8.67,,,2025.02.03 14:00,2800.82,2801.13,2800.08,2800.7,76.0,60.95240872012195,2798.5764999999938,1.229282157823036,1.2442265529280734,1.6785714285713274,29.380324578748294,23.24557752751329,9.548749301732943,52.13178294573561,56.03995447731948,2803.324111083481,2798.5765,2793.828888916518,2025-02-03 14:00:00,2025.02.03 15:00,2810.02,2811.08,2809.36,2809.45,72.0,73.53549528332735,2803.097499999994,3.02609529258416,2.1729199212997434,2.092142857142884,63.88736408415479,33.42778292411512,3.5720526406083377,89.69041178238703,91.45385028149828,2811.0329543033145,2803.0974999999994,2795.1620456966843,2025-02-03 15:00:00,1.0,60.0,0
54,54,2025-02-05 06:00:00,2852.7,10464.38,IMPERIUM,IMPERIUM,55,55,2025-02-05 12:34:40,2874.99,10486.67,22.29,tp 2874.99,tp 2874.99,2025.02.05 06:00,2851.93,2852.46,2851.41,2851.52,87.0,56.80261740783021,2851.1514999999927,1.583669464691866,1.9402453602377063,1.3642857142856752,20.047086531155884,19.125839328586725,18.15297298139655,67.00854700854238,74.71628724108992,2854.770656117108,2851.1514999999995,2847.5323438828914,2025-02-05 06:00:00,2025.02.05 12:30,2871.58,2876.59,2870.96,2876.59,75.0,75.87642586248964,2869.475999999993,2.333277272251962,2.071853822475041,1.8414285714285863,31.518604025364784,27.302096650059266,12.19799963689128,96.2893377172383,91.38873433839458,2874.480567513782,2869.476,2864.4714324862184,2025-02-05 12:30:00,6.5777777777777775,394.6666666666667,0
56,56,2025-02-05 13:00:00,2868.15,10486.67,IMPERIUM,IMPERIUM,58,58,2025-02-06 11:00:00,2855.81,10474.33,-12.34,,,2025.02.05 13:00,2867.48,2868.94,2866.99,2868.48,78.0,49.27236384727003,2870.184499999993,0.802737340949534,1.7059803067146513,2.194285714285733,29.87482794615964,20.556103264562665,31.66174454973624,15.891959798994504,11.862291808748306,2874.0373403808103,2870.1845000000003,2866.3316596191903,2025-02-05 13:00:00,2025.02.06 11:00,2855.66,2858.36,2855.31,2858.06,72.0,51.65936994067241,2855.735499999992,-1.7043903024996323,-2.737511019886254,2.889285714285766,30.91190323497677,18.29062471081498,15.766043998437514,82.38341968911836,69.24569094073611,2861.331325140227,2855.7355,2850.1396748597726,2025-02-06 11:00:00,22.0,1320.0,0
60,60,2025-02-06 12:00:00,2859.73,10467.55,IMPERIUM,IMPERIUM,61,61,2025-02-06 16:00:00,2856.39,10464.21,-3.34,,,2025.02.06 12:00,2859.0,2859.45,2857.81,2857.81,81.0,50.82158040518113,2856.5099999999925,-0.0063618059066357,-0.4726568666344626,2.020714285714283,31.04393684786653,18.653586013078623,8.094355748597058,78.14726840854802,77.7860932157784,2860.632906741608,2856.51,2852.387093258392,2025-02-06 12:00:00,2025.02.06 16:00,2856.24,2857.35,2855.75,2856.72,75.0,33.31917681215499,2862.251999999993,-1.5696429903650824,-0.7046605765520989,2.5128571428570976,43.43380219179608,7.753842178099538,31.763175657341336,11.02539376406113,10.61393149561366,2868.805117120882,2862.252,2855.6988828791177,2025-02-06 16:00:00,4.0,240.0,0
62,62,2025-02-06 19:00:00,2848.98,10464.21,IMPERIUM,IMPERIUM,64,64,2025-02-07 17:00:00,2875.36,10481.41,17.2,,,2025.02.06 19:00,2848.32,2850.58,2847.68,2850.5,77.0,49.37539294980674,2850.041999999992,-0.384412774413704,-0.4046245245195631,2.035000000000049,17.221804175406014,17.354515154988267,27.11495106639396,19.547657512118224,32.62271821713935,2854.519095487032,2850.0420000000004,2845.5649045129685,2025-02-06 19:00:00,2025.02.07 17:00,2875.21,2878.24,2873.21,2878.18,73.0,68.04839166095904,2868.1359999999963,3.396261161095481,2.153912465393169,4.525714285714294,36.47599927605363,23.12024885019333,12.997891922208485,92.03288490283956,90.00374141767334,2881.0944002099027,2868.1360000000004,2855.177599790098,2025-02-07 17:00:00,22.0,1320.0,0
63,63,2025-02-07 02:00:00,2858.16,10464.21,IMPERIUM,IMPERIUM,66,66,2025-02-10 10:43:40,2898.01,10505.32,23.91,tp 2898.01,tp 2898.01,2025.02.07 02:00,2857.55,2859.11,2857.55,2859.01,76.0,68.27016808882814,2856.675499999993,0.875889757627192,0.7864561946912183,0.9392857142856876,29.17940120523893,28.77885499028476,13.359954902421112,79.4676806083698,72.50225268470481,2858.642960037713,2856.6754999999994,2854.708039962285,2025-02-07 02:00:00,2025.02.10 10:40,2895.97,2898.27,2895.84,2897.09,79.0,71.5544472339318,2892.976999999995,2.818762127717946,3.0181120390084923,2.235714285714294,35.30615796853699,27.43437481461145,10.457780718980136,78.70370370370422,75.75893490408649,2897.787251968453,2892.9770000000003,2888.166748031548,2025-02-10 10:40:00,80.72777777777777,4843.666666666667,0
65,65,2025-02-10 05:00:00,2874.1,10481.41,IMPERIUM,IMPERIUM,68,68,2025-02-10 11:15:20,2900.81,10557.15,51.83,tp 2900.81,tp 2900.81,2025.02.10 05:00,2873.38,2873.94,2872.11,2872.8,83.0,56.96297412680244,2871.200999999995,1.3660384709214668,1.505309998304825,1.902142857142893,23.15687162827745,15.526015336882312,12.747295636800503,78.6936936936955,81.12189921418907,2875.9393706060205,2871.201,2866.46262939398,2025-02-10 05:00:00,2025.02.10 11:15,2900.42,2900.67,2898.81,2899.45,76.0,70.36892487066015,2895.5684999999944,2.977772601994729,2.8237500785280267,1.9342857142857373,42.36106152463679,26.8478725224889,10.731478571854344,94.00534555173658,91.42894173287196,2900.5609073351443,2895.5685000000003,2890.5760926648563,2025-02-10 11:15:00,6.255555555555556,375.3333333333333,0
72,72,2025-02-11 07:00:00,2916.57,10596.74,IMPERIUM,IMPERIUM,73,73,2025-02-11 08:00:00,2922.59,10602.76,6.02,,,2025.02.11 07:00,2915.83,2916.64,2914.96,2915.91,89.0,38.60661145858459,2919.472999999992,-1.6458194883030046,-1.4122529151801206,1.6407142857142336,35.23501391785351,11.89625994008098,33.89977620217064,13.72373714796304,11.415232205321823,2924.49141050533,2919.4730000000004,2914.454589494671,2025-02-11 07:00:00,2025.02.11 08:00,2922.44,2926.47,2922.31,2926.37,94.0,68.07243625520249,2919.243999999992,0.8681722458468357,-0.2767006239883774,2.047857142857143,31.03017037338597,33.11446500599662,10.02761020089076,95.93440382644314,93.77884108140192,2924.528018925023,2919.244,2913.9599810749773,2025-02-11 08:00:00,1.0,60.0,0
74,74,2025-02-11 09:00:00,2918.19,10602.76,IMPERIUM,IMPERIUM,75,75,2025-02-11 10:00:00,2912.89,10597.46,-5.3,,,2025.02.11 09:00,2917.35,2917.36,2912.21,2912.72,78.0,33.72068941752691,2920.716999999992,-1.2574060561055376,0.1245685400963478,2.8721428571428547,36.218829792634935,12.536311222048404,36.14772156381736,6.878664862425994,8.319377294826898,2928.2063660612903,2920.717000000001,2913.227633938711,2025-02-11 09:00:00,2025.02.11 10:00,2912.74,2914.88,2911.81,2912.62,73.0,43.08566467923527,2914.634999999991,-2.325501746104237,-2.2898737973752312,3.2307142857142823,32.84005644555946,23.417497499536186,18.48382301443249,49.07434616514823,39.09692119646853,2922.031884479293,2914.635,2907.238115520708,2025-02-11 10:00:00,1.0,60.0,0
76,76,2025-02-11 11:00:00,2907.64,10597.46,IMPERIUM,IMPERIUM,79,79,2025-02-11 15:00:00,2888.74,10578.56,-18.9,,,2025.02.11 11:00,2906.96,2911.83,2904.33,2911.16,78.0,46.825277157462,2910.946499999992,-1.7933431381056837,-1.7199825504544464,3.288571428571422,31.21102414824244,6.761124489706024,26.20324932580196,27.50662126371463,24.125964085237875,2914.461321617095,2910.9465,2907.431678382904,2025-02-11 11:00:00,2025.02.11 15:00,2888.59,2890.12,2883.42,2886.4,78.0,18.161953913004368,2899.58949999999,-3.709799438512164,-2.1295282159889464,3.595000000000025,40.67741951176269,7.943157506715024,40.50156534765343,12.151324965132217,9.366960899566124,2909.8751569551973,2899.5895,2889.3038430448028,2025-02-11 15:00:00,4.0,240.0,0
