Cluster,Weight,MCR,TCR,TCR_Pct,Variance_Contrib,Variance_Contrib_Pct,ES_Contrib
cluster_0,0.25,27.732752258817293,6.933188064704323,44.777338431783235,107.3513934147518,44.77733843178323,-10.286944444444444
cluster_1,0.25,18.21239101969213,4.553097754923033,29.405750598786863,70.49879273185567,29.405750598786863,-5.659444444444444
cluster_2,0.25,11.279470633355647,2.8198676583389117,18.21184818468737,43.66198054095122,18.211848184687366,-10.186666666666667
cluster_3,0.25,4.710179959519682,1.1775449898799204,7.605062784742535,18.23275155562368,7.605062784742535,-1.951111111111111
