time,total_open,cluster_0_open,cluster_1_open,cluster_2_open,cluster_3_open,total_exposure_value,hour,session
2025-01-17 05:00:00,0,0,0,0,0,0.0,5,Asian
2025-01-17 06:00:00,0,0,0,0,0,0.0,6,Asian
2025-01-17 07:00:00,0,0,0,0,0,0.0,7,Asian
2025-01-17 08:00:00,1,1,0,0,0,5.53,8,London
2025-01-17 09:00:00,1,1,0,0,0,5.53,9,London
2025-01-17 10:00:00,1,1,0,0,0,5.53,10,London
2025-01-17 11:00:00,1,1,0,0,0,5.53,11,London
2025-01-17 12:00:00,2,1,1,0,0,17.94,12,NY Overlap
2025-01-17 13:00:00,2,1,1,0,0,17.94,13,NY Overlap
2025-01-17 14:00:00,2,1,1,0,0,17.94,14,NY Overlap
2025-01-17 15:00:00,2,1,1,0,0,17.94,15,NY Overlap
2025-01-17 16:00:00,2,0,2,0,0,33.8,16,NY Overlap
2025-01-17 17:00:00,2,0,2,0,0,33.8,17,Late US
2025-01-17 18:00:00,2,0,2,0,0,33.8,18,Late US
2025-01-17 19:00:00,2,0,2,0,0,33.8,19,Late US
2025-01-17 20:00:00,2,0,2,0,0,33.8,20,Late US
2025-01-17 21:00:00,2,0,2,0,0,33.8,21,Late US
2025-01-17 22:00:00,2,0,2,0,0,33.8,22,Late US
2025-01-17 23:00:00,2,0,2,0,0,33.8,23,Late US
2025-01-18 00:00:00,2,0,2,0,0,33.8,0,Asian
2025-01-18 01:00:00,2,0,2,0,0,33.8,1,Asian
2025-01-18 02:00:00,2,0,2,0,0,33.8,2,Asian
2025-01-18 03:00:00,2,0,2,0,0,33.8,3,Asian
2025-01-18 04:00:00,2,0,2,0,0,33.8,4,Asian
2025-01-18 05:00:00,2,0,2,0,0,33.8,5,Asian
2025-01-18 06:00:00,2,0,2,0,0,33.8,6,Asian
2025-01-18 07:00:00,2,0,2,0,0,33.8,7,Asian
2025-01-18 08:00:00,2,0,2,0,0,33.8,8,London
2025-01-18 09:00:00,2,0,2,0,0,33.8,9,London
2025-01-18 10:00:00,2,0,2,0,0,33.8,10,London
2025-01-18 11:00:00,2,0,2,0,0,33.8,11,London
2025-01-18 12:00:00,2,0,2,0,0,33.8,12,NY Overlap
2025-01-18 13:00:00,2,0,2,0,0,33.8,13,NY Overlap
2025-01-18 14:00:00,2,0,2,0,0,33.8,14,NY Overlap
2025-01-18 15:00:00,2,0,2,0,0,33.8,15,NY Overlap
2025-01-18 16:00:00,2,0,2,0,0,33.8,16,NY Overlap
2025-01-18 17:00:00,2,0,2,0,0,33.8,17,Late US
2025-01-18 18:00:00,2,0,2,0,0,33.8,18,Late US
2025-01-18 19:00:00,2,0,2,0,0,33.8,19,Late US
2025-01-18 20:00:00,2,0,2,0,0,33.8,20,Late US
2025-01-18 21:00:00,2,0,2,0,0,33.8,21,Late US
2025-01-18 22:00:00,2,0,2,0,0,33.8,22,Late US
2025-01-18 23:00:00,2,0,2,0,0,33.8,23,Late US
2025-01-19 00:00:00,2,0,2,0,0,33.8,0,Asian
2025-01-19 01:00:00,2,0,2,0,0,33.8,1,Asian
2025-01-19 02:00:00,2,0,2,0,0,33.8,2,Asian
2025-01-19 03:00:00,2,0,2,0,0,33.8,3,Asian
2025-01-19 04:00:00,2,0,2,0,0,33.8,4,Asian
2025-01-19 05:00:00,2,0,2,0,0,33.8,5,Asian
2025-01-19 06:00:00,2,0,2,0,0,33.8,6,Asian
2025-01-19 07:00:00,2,0,2,0,0,33.8,7,Asian
2025-01-19 08:00:00,2,0,2,0,0,33.8,8,London
2025-01-19 09:00:00,2,0,2,0,0,33.8,9,London
2025-01-19 10:00:00,2,0,2,0,0,33.8,10,London
2025-01-19 11:00:00,2,0,2,0,0,33.8,11,London
