,cluster_0_pnl,cluster_1_pnl,cluster_2_pnl,cluster_3_pnl
cluster_0_pnl,1460.1971951374353,303.3892519767695,32.682152333886485,-78.64630481206262
cluster_1_pnl,303.3892519767695,824.570483623117,-20.138464612942805,20.159412722747266
cluster_2_pnl,32.682152333886485,-20.138464612942805,657.2145247168312,28.8334762174446
cluster_3_pnl,-78.64630481206262,20.159412722747266,28.8334762174446,321.37744076184964
