Cluster,Total PnL,Mean Daily PnL,Std Dev (Volatility),Sharpe Ratio (Daily),Annualized Sharpe,Max Drawdown,Calmar Ratio,Sortino Ratio,Skewness,Kurtosis,VaR 95%,CVaR 95%,Hit Ratio (Days > 0),Best Day,Worst Day,Days Active
cluster_0_pnl,2318.3900000000003,13.882574850299402,38.212526678269214,0.36329905549517555,5.76719371430933,211.25,16.560515324380827,0.32004957851937843,0.542505380615366,6.535257804385598,28.713999999999995,66.94777777777779,50.898203592814376,212.58,-153.2,117.0
cluster_1_pnl,1630.88,9.765748502994013,28.715335338858818,0.3400882625172963,5.398733798596893,92.5,26.605066191940445,0.30087976732619903,1.7667418781960473,4.589275124712677,9.259999999999987,37.63666666666666,29.34131736526946,134.33,-60.55,64.0
cluster_2_pnl,298.43000000000006,1.7870059880239524,25.636195597569305,0.06970636423890397,1.1065542274477564,200.04999999999995,2.251064778715502,0.034934295782159966,-0.1198852902997381,14.680480509251812,21.878999999999927,58.89333333333333,13.77245508982036,124.15,-149.67,41.0
cluster_3_pnl,201.72000000000003,1.2079041916167665,17.927003117137275,0.06737903617934185,1.0696090398585731,179.13000000000002,1.699279050340117,0.03203165971345857,-1.2737513959940379,8.862755279676502,12.854999999999999,49.958888888888886,16.766467065868262,52.09,-100.41,48.0
total_pnl,4449.42,26.643233532934133,61.93479387138474,0.4301820005772862,6.828927552142462,283.8300000000004,23.65533893633299,0.4817006788079392,0.4623852631313588,3.7454903029961333,57.58099999999996,112.33666666666666,70.65868263473054,311.91,-177.88,167.0
