Cluster,Weight,Variance,Std_Dev,MCR,TCR,Risk_Contribution_Pct
cluster_0,0.25,1460.1971951374353,38.2125266782692,27.732752258817293,6.933188064704323,44.777338431783235
cluster_1,0.25,824.570483623117,28.715335338858868,18.21239101969213,4.553097754923033,29.405750598786863
cluster_2,0.25,657.2145247168312,25.636195597569294,11.279470633355647,2.8198676583389117,18.21184818468737
cluster_3,0.25,321.37744076184964,17.92700311713728,4.710179959519682,1.1775449898799204,7.605062784742535
